1月,0,0,0
2月,0,0,0
3月,0,0,0
4月,7,0,0
5月,13,1,0
6月,14,3,6
7月,7,19,4
8月,10,15,6
9月,16,12,0
10月,7,0,0
11月,0,0,0
12月,0,0,0
