1922,1,1,3.2,0.4
1922,1,2,7.2,0
1922,1,3,7.3,-2.6
1922,1,4,5.5,-3.3
1922,1,5,5.2,-6.6
1922,1,6,9.4,-5.6
1922,1,7,6.4,-2.4
1922,1,8,6.1,-4.4
1922,1,9,2.3,-2.5
1922,1,10,12.5,-0.7
1922,1,11,6.8,-2.6
1922,1,12,11.5,-4.6
1922,1,13,6.5,0.1
1922,1,14,3.3,-1.1
1922,1,15,1.8,-3.5
1922,1,16,8.3,-0.9
1922,1,17,4.5,0.4
1922,1,18,0.5,-2.6
1922,1,19,3.8,-2.6
1922,1,20,3.3,-4.4
1922,1,21,4.7,-7.3
1922,1,22,3.1,-8.1
1922,1,23,4.8,-5.3
1922,1,24,5.4,-2.1
1922,1,25,4.9,-2.2
1922,1,26,5.3,-4.4
1922,1,27,5.5,-4.9
1922,1,28,6.3,-4.5
1922,1,29,3.8,-2.8
1922,1,30,5,-3.3
1922,1,31,4.9,-3.9
1922,2,1,8.5,-2.4
1922,2,2,3.7,-4.1
1922,2,3,7.2,0.3
1922,2,4,9.7,-0.9
1922,2,5,7.2,-1.8
1922,2,6,11.5,-3.7
1922,2,7,8.2,-1.2
1922,2,8,6.5,2.9
1922,2,9,14.8,3.9
1922,2,10,15.5,5.2
1922,2,11,17.2,1.2
1922,2,12,17.2,7.6
1922,2,13,11.7,4.9
1922,2,14,10.1,3.9
1922,2,15,7.7,4.2
1922,2,16,12.4,4.1
1922,2,17,14.5,8.3
1922,2,18,14,5.4
1922,2,19,12.7,1.9
1922,2,20,11.8,3.7
1922,2,21,15.2,2.4
1922,2,22,12.8,3.4
1922,2,23,17.6,7.1
1922,2,24,19,9.6
1922,2,25,23.4,12.1
1922,2,26,15.5,6
1922,2,27,6.3,-1.6
1922,2,28,4.3,-2.1
1922,3,1,9.2,-2.7
1922,3,2,8.2,-1.6
1922,3,3,10.1,0
1922,3,4,7.5,1.7
1922,3,5,13.4,0.3
1922,3,6,9.7,4.4
1922,3,7,4.4,-0.6
1922,3,8,5.9,-1.8
1922,3,9,8.5,-2.2
1922,3,10,6.7,-0.3
1922,3,11,13.5,4.4
1922,3,12,12.5,0.7
1922,3,13,12.5,2.7
1922,3,14,12.3,5.8
1922,3,15,18.3,4.8
1922,3,16,12.3,4.3
1922,3,17,18.9,6.3
1922,3,18,15.2,3.9
1922,3,19,19.8,3.6
1922,3,20,17.2,5
1922,3,21,12.4,0.3
1922,3,22,12.4,-1.8
1922,3,23,11.1,0.4
1922,3,24,12.8,1.6
1922,3,25,10.6,-1.6
1922,3,26,12,0.2
1922,3,27,14,2.6
1922,3,28,15.5,2
1922,3,29,12,-1.2
1922,3,30,15.3,-0.3
1922,3,31,11.7,7.2
1922,4,1,18.6,6.2
1922,4,2,14.4,7.4
1922,4,3,16.7,6.4
1922,4,4,17.3,9
1922,4,5,18.7,7
1922,4,6,14,4.7
1922,4,7,9.9,7.1
1922,4,8,17.3,5.5
1922,4,9,15,6.1
1922,4,10,14.7,3.4
1922,4,11,11.3,6.4
1922,4,12,16.9,4.2
1922,4,13,16.7,3.4
1922,4,14,12.4,4.4
1922,4,15,17.7,2.9
1922,4,16,18.1,4.6
1922,4,17,19,10
1922,4,18,17,6.2
1922,4,19,18.8,10.1
1922,4,20,19.5,8.1
1922,4,21,21.2,9.1
1922,4,22,22.1,12.1
1922,4,23,20.1,13.5
1922,4,24,19.4,17.1
1922,4,25,22.7,17.1
1922,4,26,23.5,15
1922,4,27,26,11.3
1922,4,28,29.2,12.1
1922,4,29,26.2,13.7
1922,4,30,13.8,11
1922,5,1,22.2,11.8
1922,5,2,15.1,10.5
1922,5,3,23.7,10
1922,5,4,19.8,9.7
1922,5,5,14.5,8.8
1922,5,6,18.9,8.4
1922,5,7,17.2,9.8
1922,5,8,24.2,10.1
1922,5,9,22.4,13.5
1922,5,10,24.4,15.4
1922,5,11,24.7,14.4
1922,5,12,21.7,16.9
1922,5,13,22.5,13.8
1922,5,14,23.3,14.1
1922,5,15,22.8,14
1922,5,16,14.8,12.2
1922,5,17,19.9,10.6
1922,5,18,21.6,10.8
1922,5,19,22.2,11.2
1922,5,20,24.5,15.7
1922,5,21,23.7,16.9
1922,5,22,18.6,13.9
1922,5,23,16.7,11.6
1922,5,24,21.4,10.6
1922,5,25,20.3,10.9
1922,5,26,24.8,13.4
1922,5,27,27,13.7
1922,5,28,27.2,15.2
1922,5,29,27,17
1922,5,30,26.5,17.3
1922,5,31,21.6,12.1
1922,6,1,22.4,11.9
1922,6,2,26.7,12.8
1922,6,3,26.5,15.8
1922,6,4,28.2,14.6
1922,6,5,26.5,14.9
1922,6,6,25.5,17.6
1922,6,7,26.1,17.7
1922,6,8,23.3,16.7
1922,6,9,25.5,17.1
1922,6,10,22.6,16.9
1922,6,11,26.9,16.9
1922,6,12,28.4,16.4
1922,6,13,29.3,16.4
1922,6,14,29.7,17.6
1922,6,15,27.1,18.4
1922,6,16,26.9,20.5
1922,6,17,27,21.2
1922,6,18,26.6,19.8
1922,6,19,26.2,18.6
1922,6,20,31.1,17.9
1922,6,21,24.6,16.4
1922,6,22,24.2,15.7
1922,6,23,26.8,17.1
1922,6,24,28.3,18.9
1922,6,25,27.8,19.7
1922,6,26,28.8,20.4
1922,6,27,25.5,19.9
1922,6,28,25.2,19.3
1922,6,29,26.3,18.9
1922,6,30,28.9,18.1
1922,7,1,27,19.1
1922,7,2,27.8,23.2
1922,7,3,26.5,23.1
1922,7,4,24,21.5
1922,7,5,27.5,21.5
1922,7,6,30.5,22.9
1922,7,7,29.4,23.2
1922,7,8,27,23.3
1922,7,9,28.3,23.7
1922,7,10,29,22.4
1922,7,11,25.8,21.3
1922,7,12,27,19.5
1922,7,13,25.8,18.2
1922,7,14,28.1,18.3
1922,7,15,27.2,20.1
1922,7,16,29.5,21.4
1922,7,17,29.9,21.4
1922,7,18,28.5,21.2
1922,7,19,29.7,19.8
1922,7,20,30.5,22.1
1922,7,21,31.1,21.1
1922,7,22,31,21.1
1922,7,23,32.7,21.6
1922,7,24,31,22.1
1922,7,25,29.8,22.6
1922,7,26,30.7,22.6
1922,7,27,29.4,21.9
1922,7,28,31.2,22.6
1922,7,29,32.1,24.8
1922,7,30,33.3,24.4
1922,7,31,34.5,22.9
1922,8,1,31.8,22.9
1922,8,2,31.2,23.1
1922,8,3,29,23.4
1922,8,4,32.5,23.1
1922,8,5,33.8,23.4
1922,8,6,34.7,24.8
1922,8,7,35.7,25.6
1922,8,8,33,25.4
1922,8,9,32.8,23.9
1922,8,10,33.5,23.4
1922,8,11,34.2,24.4
1922,8,12,33.4,24
1922,8,13,34,23.4
1922,8,14,32.6,24.4
1922,8,15,31,25.1
1922,8,16,33,25.4
1922,8,17,33.8,24.1
1922,8,18,34,23.9
1922,8,19,32.7,24.2
1922,8,20,33.1,23.6
1922,8,21,33.8,22.6
1922,8,22,33.6,23.9
1922,8,23,31.6,25.1
1922,8,24,27,23.1
1922,8,25,31,22.7
1922,8,26,28.7,22.5
1922,8,27,30.6,23.9
1922,8,28,30.5,22
1922,8,29,30.4,21
1922,8,30,30.4,21.2
1922,8,31,30.6,22
1922,9,1,32,22.4
1922,9,2,26.2,22.6
1922,9,3,30.1,22.4
1922,9,4,30.3,23.8
1922,9,5,32.5,25.4
1922,9,6,32,23.1
1922,9,7,31.4,22.4
1922,9,8,29.3,21.9
1922,9,9,27.7,20.9
1922,9,10,30.4,22.8
1922,9,11,31.3,22.9
1922,9,12,30.5,22.8
1922,9,13,30.7,21.9
1922,9,14,31.6,22.7
1922,9,15,30.7,22.8
1922,9,16,32.2,21.5
1922,9,17,23.8,18.6
1922,9,18,26.4,15.2
1922,9,19,28,18.9
1922,9,20,22.8,17.8
1922,9,21,23.2,13
1922,9,22,23.3,11.6
1922,9,23,19.3,15.3
1922,9,24,26,15.2
1922,9,25,25.2,16.6
1922,9,26,28.2,17.1
1922,9,27,21.7,18.2
1922,9,28,26.9,18.2
1922,9,29,29,20
1922,9,30,24.4,16.2
1922,10,1,24.6,14.2
1922,10,2,28.6,16.5
1922,10,3,21.5,15.1
1922,10,4,18.9,14.2
1922,10,5,23.2,14.2
1922,10,6,18.6,13.1
1922,10,7,19.2,13.6
1922,10,8,27.7,17.4
1922,10,9,26.5,14.8
1922,10,10,27,15.4
1922,10,11,22.5,11.4
1922,10,12,21.5,8.6
1922,10,13,22.9,12.2
1922,10,14,23.3,10.9
1922,10,15,23.6,14.6
1922,10,16,21.7,13.7
1922,10,17,21.7,14.4
1922,10,18,15.9,13.3
1922,10,19,23,10.6
1922,10,20,20.1,11.7
1922,10,21,20,9.9
1922,10,22,21.2,8.8
1922,10,23,22.1,8.8
1922,10,24,22.8,8.7
1922,10,25,19.6,11.7
1922,10,26,23.9,15.3
1922,10,27,26.7,12.6
1922,10,28,21.7,10.5
1922,10,29,22.1,8.8
1922,10,30,22.1,8.4
1922,10,31,20.4,11.9
1922,11,1,16.7,12.5
1922,11,2,22.7,11.4
1922,11,3,25,7.7
1922,11,4,22.5,10.9
1922,11,5,19.1,13.4
1922,11,6,18.6,12.2
1922,11,7,20.4,10.7
1922,11,8,18.4,12.7
1922,11,9,20.4,13.7
1922,11,10,16.1,6.5
1922,11,11,15.2,4.7
1922,11,12,15.9,4.3
1922,11,13,18.7,5
1922,11,14,19.4,8.9
1922,11,15,13.2,6.9
1922,11,16,8.8,4
1922,11,17,14.4,3.3
1922,11,18,15.8,4.3
1922,11,19,11.9,5.9
1922,11,20,18.8,3.3
1922,11,21,10.7,3.9
1922,11,22,13.4,1.1
1922,11,23,18.9,2.1
1922,11,24,11.1,3.1
1922,11,25,12,0.5
1922,11,26,15.3,6.5
1922,11,27,14.4,2.2
1922,11,28,16.6,-0.6
1922,11,29,16.9,1.6
1922,11,30,14.7,4.4
1922,12,1,11.4,4.9
1922,12,2,13.5,0.9
1922,12,3,10.2,1.4
1922,12,4,8.6,-0.1
1922,12,5,11.7,2.3
1922,12,6,10.3,3.2
1922,12,7,9.2,0.3
1922,12,8,13.5,-1.5
1922,12,9,11.7,0.1
1922,12,10,11.9,0.4
1922,12,11,9.3,0.1
1922,12,12,7.5,-1.9
1922,12,13,9.4,-2.2
1922,12,14,10.2,-2
1922,12,15,6,-2.3
1922,12,16,8.4,-1.9
1922,12,17,9.2,-4.8
1922,12,18,8.5,-4.6
1922,12,19,8.4,-4.5
1922,12,20,9,-2.7
1922,12,21,10.2,-4.4
1922,12,22,9.5,-3.7
1922,12,23,9.5,-3.7
1922,12,24,7.7,-1
1922,12,25,9.3,-4.1
1922,12,26,10,-2.7
1922,12,27,11.7,-2.2
1922,12,28,6.7,0.7
1922,12,29,9.7,-0.8
1922,12,30,11,-3.9
1922,12,31,13.4,1.1
