1月,0,0,0
2月,0,0,0
3月,0,0,0
4月,3,0,0
5月,4,0,0
6月,24,1,0
7月,19,11,0
8月,3,27,1
9月,10,13,0
10月,5,0,0
11月,1,0,0
12月,0,0,0
